투자금액비중,보유,Ticker,설명,,yahoo,google,현재가격,적정가격,"25년 
적정 EPS","25년 
적정 PER",Fwd PER,적정 PER,목표값-최대,목표값-평균,목표값-중앙,목표값-분석가 의견합 ,구매가,투자금액,평가금액,수익,수익률,상승여력,비중,"
주간가격변화차트",,,,
0.00%,0,204320.ks,HL만도,204320,.ks,KRX:,60000,0.00,,,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,,,,"64,966.00",0,0,0.00,#DIV/0!,-100.00%,0.00%,,,,,
0.00%,0,0173Y0.ks,KODEX 미국광통신네트워크,0173Y0,.ks,KRX:,"13,400.00",,Deprecated. Use =FINANCE instead,#VALUE!,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,,,,"13,789.00",0.00,0.00,0.00,#DIV/0!,-100.00%,0.00%,,,,,
0.14%,1,456600.ks,TIME 글로벌AI인공지능액티브,456600,.ks,KRX:,"71,465.00",,,#VALUE!,Deprecated. Use =FINANCE instead,,Deprecated. Use =FINANCE instead,,,,"58,130.00","58,130.00","71,465.00","13,335.00",22.94%,-100.00%,0.14%,,,,,
0.09%,1,445290.ks,KODEX 로봇액티브,445290,.ks,KRX:,"48,795.00",,,#VALUE!,Deprecated. Use =FINANCE instead,,Deprecated. Use =FINANCE instead,,,,"36,880.00","36,880.00","48,795.00","11,915.00",32.31%,-100.00%,0.09%,,,,,
2.02%,42,487230.ks,KODEX 미국AI전력핵심인프라,487230,.ks,KRX:,"25,335.00",,Deprecated. Use =FINANCE instead,#VALUE!,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,,,,"19,893.00","835,506.00","1,064,070.00","228,564.00",27.36%,-100.00%,2.02%,,,,,
0.72%,8,395160.ks,KODEX AI 반도체 TOP2플러스,395160,.ks,KRX:,"52,000.00",,Deprecated. Use =FINANCE instead,#VALUE!,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,Deprecated. Use =FINANCE instead,,,,"37,381.00","299,048.00","416,000.00","116,952.00",39.11%,-100.00%,0.72%,,,,,
5.81%,124,0117V0.ks,Tiger 코리아AI전력기기TOP3,0117V0,.ks,KRX:,"28,165.00",https://finance.naver.com/item/main.naver?code=0117V0,,#VALUE!,Deprecated. Use =FINANCE instead,,Deprecated. Use =FINANCE instead,,,,"19,371.00","2,402,004.00","3,492,460.00","1,090,456.00",45.40%,-100.00%,5.81%,,,,,
,,,현금,,,,,,,,,,,,,,,,,,,,22.40%,,,,,14.71240603
,,날짜 ,2026. 6. 3 오전 5:54:32,- 6월 둘째주에 8백만원 투자금액 추가됨 ,,,,,,,,,,,,,851.02,,,,,,,,14.71240603,,,
,,시드 머니 투자금액,평가금액,,,투자금,수익 ,수익률,,,,,,,,,8.773402062,,예수금,,환율 ,,,,,,,
,한국,"14,051,516.00","62,673,365.00",,,"15,281,080.00","47,392,285.00",310.14%,,,,,,,,,,카카오,"18,282.00","18,282.00",1517.42927,,,,,,,
,미국,"$12,659.65","$12,059.66",,,"$12,659.65","$4,631.11",36.58%,,,,,,,,,,ISA,"2,757.00","2,757.00",,,,,,,,
,예수금,"8,092,082.18","4,834,688.83",,,,,,,,,,,,,,,키움1,"$2,954.00","4,648,067.95",,,,,,,,
,총계,"41,353,717.35","85,807,733.23",,,"34,491,199.18","54,419,661.89",131.60%,,,,,,,,,,키움2,$109.12,"165,581.88",,,,,,,,
,,,,,,,,,,,,,,,,,,총계,,"4,834,688.83",,,,,,,,
,,,,,,,연금 (개인),,,,,,,연금(회사),,,,,,,,,,,,,,
,수익 :한국,수익:미국,수익:미국(원),수익 :전체,수익률,총평가금액,ETF,예수금,총평가금액,총액,,수익률,,총평가금액,,,수익,수익률,,,,,,,,,,
2025-3월첫째주,"9,927,516.00",-$500.41,"-759,340.87","9,168,175.13",40%,"28,297,784.08","3,533,430.00","1,814,036.00","5,347,466.00","33,645,250.08",8종목 마이너스,,,,,,,,,,,,,,,,,
2025-3월둘째주,"9,281,001.00",-$318.18,"-482,815.65","8,297,656.51",40.58%,"28,744,483.53","3,876,185.00","1,379,957.00","5,256,142.00","34,000,625.53","6종목마이너스	
NVDA 주식 14주 구매	
아이온큐 10주 늘림	
팔란티어 3주 줄임	
JPM 1주 늘림 	
* RSI 가 30 작은 주식 매매 	",,,,,,,,,,,,,,,,,
2025-3월세재주,"9,553,800.00",-$566.04,"-858,930.77","6,204,748.98",29.01%,"27,594,533.25","4,136,675.00","1,144,513.00","5,281,188.00","32,875,721.25",,,,,,,,,,,,,,,,,,
2025-3월네째주,"8,822,800.00",-$351.19,"-532,906.00","10,643,381.40",65.38%,"26,587,960.34","4,260,045.00","1,007,676.00","5,267,721.00","31,855,681.34"," tsla, nvida 정리 : -8% 이하 '",,,,,,,,,,,,,,,,,
2025-4월둘째주,"9,442,689.00",$219.15,"332,549.85","15,790,626.08",82.94%,"27,015,215.31","4,374,555.00","656,270.00","5,030,825.00","32,046,040.31","soxl 178 매수, NVDA, TSLA 2X 15% 익절,, 팔란티어 8주 매수 ",,,,,,,,,,,,,,,,,
2025-5월첫째주,"9,743,576.00",$932.27,"1,414,650.19","12,767,363.22",89.52%,"27,030,045.20","5,168,906.00","113,386.00","5,168,906.00","32,198,951.20","soxl 82주 31% 익절, TSLA 2주 매수, 미국 배당주는 미국채 10년물 금리와 역의 관계 (국채 금리가 올라가면 배당주에 투자 꺼림)",,,,,,,,,,,,,,,,,
2025-5월세째주,"10,239,162.00","$2,313.27","3,510,223.97","13,749,385.97",57.60%,"28,457,287.87","5,279,975.00","3,335.00","5,283,310.00","33,740,597.87",soxl 140 주 매수 : 매수 이유 ,,,,,,,,,,,,,,,,,
2025-5월다섯째주,"11,828,999.00",$908.06,"1,377,919.06","14,826,044.97",92.05%,"30,932,235.55","4,823,500.00","483,244.00","5,306,744.00","36,238,979.55","팔란티어 2주 매도 : 이익이 50 % 넘어서 이중 25 %를 매도함, 
메타 정리함 : 미국 관련 주식은 테슬라와 S&P 500 에만 투자할 에정 ",,,,,,,,,,,,,,,,,
2025-6월첫째주,"11,839,137.00","$2,600.15","3,945,549.13","15,363,437.15",112.82%,"31,092,246.75","4,900,860.00","423,715.00","5,324,575.00","36,416,821.75","TSLL 28 매도하고 (-20만원), 27주 매수함. 단 평단가를 10.55로 낮춤  ",,,,,,,,,,,,,,,,,
2025-6월둘째주,"12,797,840.00","$1,390.63","2,110,181.00","22,199,056.71",142.80%,"37,744,991.50","4,704,580.00","689,732.00","5,394,312.00","43,139,303.50","삼성전자에 총 45 주 투자함, 유나이트 헬스 2주 매도, 미국 회사채 19주 매도, 미국국채 10년 10주 매도 --> 예금 금리가 4.5% 상황에서 미국 채권 가격이 높게 거래될 수가 없으며, 회사채도 마찬가지로 금리에 비해 메리트가 없어서 매도함 ",,,,,,,,,,,,,,,,,
2025-06-22,"12,125,031",$96.20,"145,975.03","12,257,018.78",75.49%,"39,333,325.19","5,429,700.00","454,996.00","5,884,696.00","45,218,021.19","삼성전자에 총 45 주 투자함, 유나이트 헬스 2주 매도, 미국 회사채 19주 매도, 미국국채 10년 10주 매도 --> 예금 금리가 4.5% 상황에서 미국 채권 가격이 높게 거래될 수가 없으며, 회사채도 마찬가지로 금리에 비해 메리트가 없어서 매도함 ",,,,,,,,,,,,,,,,,
2025-11-09,"24,593,227.00","$3,217.24","4,881,934.95","29,277,497.04",149.29%,"50,284,200.50","5,810,970.00","464,196.00","6,275,166.00",,,8.40%,,"101,411,713.00",,,"-279,353.00",-0.27%,,,,,,,,,,
2025-11-16,"24,338,131.00",$855.73,"1,298,505.58","25,577,677.60",113.64%,"48,402,437.33","5,827,430.00","464,222.00","6,291,652.00",,,8.72%,,"101,381,750.00",,,"-277,343.00",-0.45%,,,,,,,,,,
2025-11-29,"22,422,606.00","$1,167.16","1,771,078.82","24,135,561.23",106.02%,"48,191,414.32","6,324,340.00","9,946.00","6,334,286.00",,,8.77%,,"102,774,363.00",,,"441,527.00",0.44%,,,,,,,,,,
2026-02-01,"33,272,319.00",$239.00,"362,663.28","33,619,057.99",130.91%,"56,362,353.33","5,688,965.00","662,498.00","6,351,463.00",,,8.79%,,"105,866,940.00",,,"1,865,636.00",1.80%,,,,,,,,,,
2026-04-12,"31,381,074.44",-$40.32,"-61,182.44","31,371,944.34",107.26%,"68,006,689.25","6,678,128.00","16,663.00","6,694,791.00",,,11.45%,,"114,227,233.00",,,"6,517,378.00",6.12%,,,,,,,,,,
2026-04-19,"33,100,932.00","$1,188.21","1,803,029.77","34,844,088.56",116.64%,"71,044,341.66","6,724,193.00","16,663.00","6,740,856.00",,,12.20%,,"116,606,751.00",,,"9,178,367.00",7.87%,,,,,,,,,,
2026-04-25,"40,644,950.00",$878.60,"1,333,211.54","41,942,324.13",137.75%,"78,735,224.41","6,796,498.00","16,663.00","6,813,161.00",,,13.43%,,"120,048,223.00",,,"11,504,023.00",11.75%,,,,,,,,,,
2026-05-02,"38,891,325.00",$394.32,"598,345.27","39,471,488.69",129.89%,"76,470,044.09","6,856,218.00","16,663.00","6,872,881.00",,,14.43%,,"120,959,947.00",,,"12,548,779.00",11.76%,- 테슬라 정리하고 엔비디아에 몰빵 투자함 ,,,,,,,,,
2026-05-10,"43,965,738.00","$2,141.27","3,249,231.43","47,096,108.89",130.86%,"80,483,556.87","6,382,540.00","477,244.00","6,859,784.00",,,13.62%,,"125,684,739.00",,,"16,478,673.00",16.21%,"- 엔비디아 정리하고, MU, AVGO, VRT 등에 분산 투자 ",,,,,,,,,
2026-05-17,"42,162,846.00","$2,453.49","3,722,995.96","45,838,307.40",127.92%,"78,038,340.70","6,815,030.00","72,288.00","6,687,318.00",,,13.33%,,"127,729,176.00",,,"18,959,833.00",17.44%,- AVGO 3주 정리함 ,,,,,,,,,
2026-05-24,"43,648,739.00","$2,653.44","4,026,410.28","47,524,826.26",127.49%,"78,410,743.45","6,845,550.00","72,305.00","6,917,855.00",,,13.84%,,"129,904,687.00",,,"20,448,522.00",19.14%,,,,,,,,,,
2026-05-30,"45,252,944.00","$4,638.67","7,038,848.81","52,647,434.68",126.72%,"82,609,356.74","6,799,175.00","173,236.00","6,972,411.00",,,14.16%,,"133,758,812.00",,,"25,096,930.00",23.17%,"- 로캣랩 22주 구매, 잘못된 충동구매",,,,,,,,,
,,,,,,#N/A,,,,,,16,,,,,,,,,,,,,,,,
